Harvest_year,Company,Tobacco_Type,Class,R$_Kg
2015_2016,Universal Leaf Tabacos,Virginia,N,2.58
2015_2016,Universal Leaf Tabacos,Virginia,S C,1.02
2015_2016,Universal Leaf Tabacos,Virginia,S T,0.62
2015_2016,Universal Leaf Tabacos,Burley,T 1,9.07
2015_2016,Universal Leaf Tabacos,Burley,T 1 L,8.20
2015_2016,Universal Leaf Tabacos,Burley,T 2,7.97
2015_2016,Universal Leaf Tabacos,Burley,T 2 L,6.32
2015_2016,Universal Leaf Tabacos,Burley,T 3,5.66
2015_2016,Universal Leaf Tabacos,Burley,T 3 L,4.97
2015_2016,Universal Leaf Tabacos,Burley,T K,3.65
2015_2016,Universal Leaf Tabacos,Burley,B 1,9.43
2015_2016,Universal Leaf Tabacos,Burley,B 1 L,8.50
2015_2016,Universal Leaf Tabacos,Burley,B 2,8.06
2015_2016,Universal Leaf Tabacos,Burley,B 2 L,7.09
2015_2016,Universal Leaf Tabacos,Burley,B 3,6.39
2015_2016,Universal Leaf Tabacos,Burley,B 3 L,5.31
2015_2016,Universal Leaf Tabacos,Burley,B K,4.58
2015_2016,Universal Leaf Tabacos,Burley,C 1,9.21
2015_2016,Universal Leaf Tabacos,Burley,C 1 L,8.43
2015_2016,Universal Leaf Tabacos,Burley,C 2,8.02
2015_2016,Universal Leaf Tabacos,Burley,C 2 L,7.09
2015_2016,Universal Leaf Tabacos,Burley,C 3,6.23
2015_2016,Universal Leaf Tabacos,Burley,C 3 L,5.13
2015_2016,Universal Leaf Tabacos,Burley,C K,4.58
2015_2016,Universal Leaf Tabacos,Burley,X 1,8.50
2015_2016,Universal Leaf Tabacos,Burley,X 1 L,8.15
2015_2016,Universal Leaf Tabacos,Burley,X 2,7.25
2015_2016,Universal Leaf Tabacos,Burley,X 2 L,6.78
2015_2016,Universal Leaf Tabacos,Burley,X 3,5.66
2015_2016,Universal Leaf Tabacos,Burley,X 3 L,5.13
2015_2016,Universal Leaf Tabacos,Burley,X K,4.10
2015_2016,Universal Leaf Tabacos,Burley,N,1.66
2015_2016,Universal Leaf Tabacos,Burley,G,0.70
2015_2016,China Brasil Tabacos,Virginia,T O 1,10.20
2015_2016,China Brasil Tabacos,Virginia,T O 2,8.61
2015_2016,China Brasil Tabacos,Virginia,T O 3,7.31
2015_2016,China Brasil Tabacos,Virginia,T R 1,7.95
2015_2016,China Brasil Tabacos,Virginia,T R 2,5.45
2015_2016,China Brasil Tabacos,Virginia,T R 3,3.17
2015_2016,China Brasil Tabacos,Virginia,T L 1,6.62
2015_2016,China Brasil Tabacos,Virginia,T L 2,5.14
2015_2016,China Brasil Tabacos,Virginia,T K,3.91
2015_2016,China Brasil Tabacos,Virginia,B O 1,10.72
2015_2016,China Brasil Tabacos,Virginia,B O 2,9.28
2015_2016,China Brasil Tabacos,Virginia,B O 3,7.47
2015_2016,China Brasil Tabacos,Virginia,B R 1,8.35
2015_2016,China Brasil Tabacos,Virginia,B R 2,6.13
2015_2016,China Brasil Tabacos,Virginia,B R 3,4.10
2015_2016,China Brasil Tabacos,Virginia,B L 1,8.15
2015_2016,China Brasil Tabacos,Virginia,B L 2,6.59
2015_2016,China Brasil Tabacos,Virginia,B K,5.14
2015_2016,China Brasil Tabacos,Virginia,C O 1,10.30
2015_2016,China Brasil Tabacos,Virginia,C O 2,9.04
2015_2016,China Brasil Tabacos,Virginia,C O 3,7.30
2015_2016,China Brasil Tabacos,Virginia,C R 1,7.22
2015_2016,China Brasil Tabacos,Virginia,C R 2,5.14
2015_2016,China Brasil Tabacos,Virginia,C R 3,3.30
2015_2016,China Brasil Tabacos,Virginia,C L 1,8.15
2015_2016,China Brasil Tabacos,Virginia,C L 2,6.59
2015_2016,China Brasil Tabacos,Virginia,C K,4.10
2015_2016,China Brasil Tabacos,Virginia,X O 1,9.04
2015_2016,China Brasil Tabacos,Virginia,X O 2,7.60
2015_2016,China Brasil Tabacos,Virginia,X O 3,6.23
2015_2016,China Brasil Tabacos,Virginia,X R 1,6.78
2015_2016,China Brasil Tabacos,Virginia,X R 2,4.19
2015_2016,China Brasil Tabacos,Virginia,X R 3,2.47
2015_2016,China Brasil Tabacos,Virginia,X L 1,7.22
2015_2016,China Brasil Tabacos,Virginia,X L 2,5.86
2015_2016,China Brasil Tabacos,Virginia,X K,3.01
2015_2016,China Brasil Tabacos,Virginia,G 2,3.91
2015_2016,China Brasil Tabacos,Virginia,G 3,1.02
2015_2016,China Brasil Tabacos,Virginia,N,2.58
2015_2016,China Brasil Tabacos,Virginia,S C,1.02
2015_2016,China Brasil Tabacos,Virginia,S T,0.62
2015_2016,China Brasil Tabacos,Burley,T 1,9.07
2015_2016,China Brasil Tabacos,Burley,T 1 L,8.20
2015_2016,China Brasil Tabacos,Burley,T 2,7.97
2015_2016,China Brasil Tabacos,Burley,T 2 L,6.32
2015_2016,China Brasil Tabacos,Burley,T 3,5.66
2015_2016,China Brasil Tabacos,Burley,T 3 L,4.97
2015_2016,China Brasil Tabacos,Burley,T K,3.65
2015_2016,China Brasil Tabacos,Burley,B 1,9.43
2015_2016,China Brasil Tabacos,Burley,B 1 L,8.50
2015_2016,China Brasil Tabacos,Burley,B 2,8.06
2015_2016,China Brasil Tabacos,Burley,B 2 L,7.09
2015_2016,China Brasil Tabacos,Burley,B 3,6.39
2015_2016,China Brasil Tabacos,Burley,B 3 L,5.31
2015_2016,China Brasil Tabacos,Burley,B K,4.58
2015_2016,China Brasil Tabacos,Burley,C 1,9.21
2015_2016,China Brasil Tabacos,Burley,C 1 L,8.43
2015_2016,China Brasil Tabacos,Burley,C 2,8.02
2015_2016,China Brasil Tabacos,Burley,C 2 L,7.09
2015_2016,China Brasil Tabacos,Burley,C 3,6.23
2015_2016,China Brasil Tabacos,Burley,C 3 L,5.13
2015_2016,China Brasil Tabacos,Burley,C K,4.58
2015_2016,China Brasil Tabacos,Burley,X 1,8.50
2015_2016,China Brasil Tabacos,Burley,X 1 L,8.15
2015_2016,China Brasil Tabacos,Burley,X 2,7.25
2015_2016,China Brasil Tabacos,Burley,X 2 L,6.78
2015_2016,China Brasil Tabacos,Burley,X 3,5.66
2015_2016,China Brasil Tabacos,Burley,X 3 L,5.13
2015_2016,China Brasil Tabacos,Burley,X K,4.10
2015_2016,China Brasil Tabacos,Burley,N,1.66
2015_2016,China Brasil Tabacos,Burley,G,0.70
2014_2015,JTI,Virginia,T O 1,9.33
2014_2015,JTI,Virginia,T O 2,7.88
2014_2015,JTI,Virginia,T O 3,6.57
2014_2015,JTI,Virginia,T R 1,7.35
2014_2015,JTI,Virginia,T R 2,5.01
2014_2015,JTI,Virginia,T R 3,2.84
2014_2015,JTI,Virginia,T L 1,5.70
2014_2015,JTI,Virginia,T L 2,4.42
2014_2015,JTI,Virginia,T K,3.36
2014_2015,JTI,Virginia,B O 1,9.81
2014_2015,JTI,Virginia,B O 2,8.49
2014_2015,JTI,Virginia,B O 3,6.71
2014_2015,JTI,Virginia,B R 1,7.73
2014_2015,JTI,Virginia,B R 2,5.64
2014_2015,JTI,Virginia,B R 3,3.65
2014_2015,JTI,Virginia,B L 1,7.00
2014_2015,JTI,Virginia,B L 2,5.67
2014_2015,JTI,Virginia,B K,4.40
2014_2015,JTI,Virginia,C O 1,9.43
2014_2015,JTI,Virginia,C O 2,8.27
2014_2015,JTI,Virginia,C O 3,6.49
2014_2015,JTI,Virginia,C R 1,6.69
2014_2015,JTI,Virginia,C R 2,4.73
2014_2015,JTI,Virginia,C R 3,2.94
2014_2015,JTI,Virginia,C L 1,7.00
2014_2015,JTI,Virginia,C L 2,5.67
2014_2015,JTI,Virginia,C K,3.51
2014_2015,JTI,Virginia,X O 1,8.27
2014_2015,JTI,Virginia,X O 2,6.95
2014_2015,JTI,Virginia,X O 3,5.61
2014_2015,JTI,Virginia,X R 1,6.22
2014_2015,JTI,Virginia,X R 2,3.84
2014_2015,JTI,Virginia,X R 3,2.20
2014_2015,JTI,Virginia,X L 1,6.20
2014_2015,JTI,Virginia,X L 2,5.03
2014_2015,JTI,Virginia,X K,2.58
2014_2015,JTI,Virginia,G 2,3.36
2014_2015,JTI,Virginia,G 3,0.87
2014_2015,JTI,Virginia,N,2.09
2014_2015,JTI,Virginia,S C,0.82
2014_2015,JTI,Virginia,S T,0.51
2014_2015,JTI,Burley,T 1,8.30
2014_2015,JTI,Burley,T 1 L,7.49
2014_2015,JTI,Burley,T 2,7.28
2014_2015,JTI,Burley,T 2 L,5.78
2014_2015,JTI,Burley,T 3,5.17
2014_2015,JTI,Burley,T 3 L,4.56
2014_2015,JTI,Burley,T K,3.34
2014_2015,JTI,Burley,B 1,8.63
2014_2015,JTI,Burley,B 1 L,7.78
2014_2015,JTI,Burley,B 2,7.38
2014_2015,JTI,Burley,B 2 L,6.49
2014_2015,JTI,Burley,B 3,5.85
2014_2015,JTI,Burley,B 3 L,4.87
2014_2015,JTI,Burley,B K,4.20
2014_2015,JTI,Burley,C 1,8.43
2014_2015,JTI,Burley,C 1 L,7.72
2014_2015,JTI,Burley,C 2,7.35
2014_2015,JTI,Burley,C 2 L,6.49
2014_2015,JTI,Burley,C 3,5.70
2014_2015,JTI,Burley,C 3 L,4.70
2014_2015,JTI,Burley,C K,4.20
2014_2015,JTI,Burley,X 1,7.78
2014_2015,JTI,Burley,X 1 L,7.45
2014_2015,JTI,Burley,X 2,6.64
2014_2015,JTI,Burley,X 2 L,6.20
2014_2015,JTI,Burley,X 3,5.17
2014_2015,JTI,Burley,X 3 L,4.70
2014_2015,JTI,Burley,X K,3.74
2014_2015,JTI,Burley,N,1.53
2014_2015,JTI,Burley,G,0.65
2014_2015,BAT,Virginia,T O 1,9.33
2014_2015,BAT,Virginia,T O 2,7.88
2014_2015,BAT,Virginia,T O 3,6.69
2014_2015,BAT,Virginia,T R 1,7.27
2014_2015,BAT,Virginia,T R 2,4.99
2014_2015,BAT,Virginia,T R 3,2.90
2014_2015,BAT,Virginia,T L 1,6.06
2014_2015,BAT,Virginia,T L 2,4.70
2014_2015,BAT,Virginia,T K,3.58
2014_2015,BAT,Virginia,B O 1,9.81
2014_2015,BAT,Virginia,B O 2,8.49
2014_2015,BAT,Virginia,B O 3,6.83
2014_2015,BAT,Virginia,B R 1,7.64
2014_2015,BAT,Virginia,B R 2,5.61
2014_2015,BAT,Virginia,B R 3,3.75
2014_2015,BAT,Virginia,B L 1,7.46
2014_2015,BAT,Virginia,B L 2,6.03
2014_2015,BAT,Virginia,B K,4.70
2014_2015,BAT,Virginia,C O 1,9.42
2014_2015,BAT,Virginia,C O 2,8.27
2014_2015,BAT,Virginia,C O 3,6.68
2014_2015,BAT,Virginia,C R 1,6.61
2014_2015,BAT,Virginia,C R 2,4.70
2014_2015,BAT,Virginia,C R 3,3.02
2014_2015,BAT,Virginia,C L 1,7.46
2014_2015,BAT,Virginia,C L 2,6.03
2014_2015,BAT,Virginia,C K,3.75
2014_2015,BAT,Virginia,X O 1,8.27
2014_2015,BAT,Virginia,X O 2,6.95
2014_2015,BAT,Virginia,X O 3,5.70
2014_2015,BAT,Virginia,X R 1,6.20
2014_2015,BAT,Virginia,X R 2,3.83
2014_2015,BAT,Virginia,X R 3,2.26
2014_2015,BAT,Virginia,X L 1,6.61
2014_2015,BAT,Virginia,X L 2,5.36
2014_2015,BAT,Virginia,X K,2.75
2014_2015,BAT,Virginia,G 2,3.58
2014_2015,BAT,Virginia,G 3,0.93
2014_2015,BAT,Virginia,N,2.36
2014_2015,BAT,Virginia,S C,0.93
2014_2015,BAT,Virginia,S T,0.57
2014_2015,BAT,Burley,T 1,8.30
2014_2015,BAT,Burley,T 1 L,7.50
2014_2015,BAT,Burley,T 2,7.29
2014_2015,BAT,Burley,T 2 L,5.78
2014_2015,BAT,Burley,T 3,5.18
2014_2015,BAT,Burley,T 3 L,4.55
2014_2015,BAT,Burley,T K,3.34
2014_2015,BAT,Burley,B 1,8.63
2014_2015,BAT,Burley,B 1 L,7.78
2014_2015,BAT,Burley,B 2,7.37
2014_2015,BAT,Burley,B 2 L,6.49
2014_2015,BAT,Burley,B 3,5.85
2014_2015,BAT,Burley,B 3 L,4.86
2014_2015,BAT,Burley,B K,4.19
2014_2015,BAT,Burley,C 1,8.43
2014_2015,BAT,Burley,C 1 L,7.71
2014_2015,BAT,Burley,C 2,7.34
2014_2015,BAT,Burley,C 2 L,6.49
2014_2015,BAT,Burley,C 3,5.70
2014_2015,BAT,Burley,C 3 L,4.69
2014_2015,BAT,Burley,C K,4.19
2014_2015,BAT,Burley,X 1,7.78
2014_2015,BAT,Burley,X 1 L,7.46
2014_2015,BAT,Burley,X 2,6.63
2014_2015,BAT,Burley,X 2 L,6.20
2014_2015,BAT,Burley,X 3,5.18
2014_2015,BAT,Burley,X 3 L,4.69
2014_2015,BAT,Burley,X K,3.75
2014_2015,BAT,Burley,N,1.52
2014_2015,BAT,Burley,G,0.64
2014_2015,Philip Morris,Virginia,T O 1,9.33
2014_2015,Philip Morris,Virginia,T O 2,7.88
2014_2015,Philip Morris,Virginia,T O 3,6.69
2014_2015,Philip Morris,Virginia,T R 1,7.27
2014_2015,Philip Morris,Virginia,T R 2,4.99
2014_2015,Philip Morris,Virginia,T R 3,2.90
2014_2015,Philip Morris,Virginia,T L 1,6.06
2014_2015,Philip Morris,Virginia,T L 2,4.70
2014_2015,Philip Morris,Virginia,T K,3.58
2014_2015,Philip Morris,Virginia,B O 1,9.81
2014_2015,Philip Morris,Virginia,B O 2,8.49
2014_2015,Philip Morris,Virginia,B O 3,6.83
2014_2015,Philip Morris,Virginia,B R 1,7.64
2014_2015,Philip Morris,Virginia,B R 2,5.61
2014_2015,Philip Morris,Virginia,B R 3,3.75
2014_2015,Philip Morris,Virginia,B L 1,7.46
2014_2015,Philip Morris,Virginia,B L 2,6.03
2014_2015,Philip Morris,Virginia,B K,4.70
2014_2015,Philip Morris,Virginia,C O 1,9.42
2014_2015,Philip Morris,Virginia,C O 2,8.27
2014_2015,Philip Morris,Virginia,C O 3,6.68
2014_2015,Philip Morris,Virginia,C R 1,6.61
2014_2015,Philip Morris,Virginia,C R 2,4.70
2014_2015,Philip Morris,Virginia,C R 3,3.02
2014_2015,Philip Morris,Virginia,C L 1,7.46
2014_2015,Philip Morris,Virginia,C L 2,6.03
2014_2015,Philip Morris,Virginia,C K,3.75
2014_2015,Philip Morris,Virginia,X O 1,8.27
2014_2015,Philip Morris,Virginia,X O 2,6.95
2014_2015,Philip Morris,Virginia,X O 3,5.70
2014_2015,Philip Morris,Virginia,X R 1,6.20
2014_2015,Philip Morris,Virginia,X R 2,3.83
2014_2015,Philip Morris,Virginia,X R 3,2.26
2014_2015,Philip Morris,Virginia,X L 1,6.61
2014_2015,Philip Morris,Virginia,X L 2,5.36
2014_2015,Philip Morris,Virginia,X K,2.75
2014_2015,Philip Morris,Virginia,G 2,3.58
2014_2015,Philip Morris,Virginia,G 3,0.93
2014_2015,Philip Morris,Virginia,N,2.36
2014_2015,Philip Morris,Virginia,S C,0.93
2014_2015,Philip Morris,Virginia,S T,0.57
2014_2015,Philip Morris,Burley,T 1,8.30
2014_2015,Philip Morris,Burley,T 1 L,7.50
2014_2015,Philip Morris,Burley,T 2,7.29
2014_2015,Philip Morris,Burley,T 2 L,5.78
2014_2015,Philip Morris,Burley,T 3,5.18
2014_2015,Philip Morris,Burley,T 3 L,4.55
2014_2015,Philip Morris,Burley,T K,3.34
2014_2015,Philip Morris,Burley,B 1,8.63
2014_2015,Philip Morris,Burley,B 1 L,7.78
2014_2015,Philip Morris,Burley,B 2,7.37
2014_2015,Philip Morris,Burley,B 2 L,6.49
2014_2015,Philip Morris,Burley,B 3,5.85
2014_2015,Philip Morris,Burley,B 3 L,4.86
2014_2015,Philip Morris,Burley,B K,4.19
2014_2015,Philip Morris,Burley,C 1,8.43
2014_2015,Philip Morris,Burley,C 1 L,7.71
2014_2015,Philip Morris,Burley,C 2,7.34
2014_2015,Philip Morris,Burley,C 2 L,6.49
2014_2015,Philip Morris,Burley,C 3,5.70
2014_2015,Philip Morris,Burley,C 3 L,4.69
2014_2015,Philip Morris,Burley,C K,4.19
2014_2015,Philip Morris,Burley,X 1,7.78
2014_2015,Philip Morris,Burley,X 1 L,7.46
2014_2015,Philip Morris,Burley,X 2,6.63
2014_2015,Philip Morris,Burley,X 2 L,6.20
2014_2015,Philip Morris,Burley,X 3,5.18
2014_2015,Philip Morris,Burley,X 3 L,4.69
2014_2015,Philip Morris,Burley,X K,3.75
2014_2015,Philip Morris,Burley,N,1.52
2014_2015,Philip Morris,Burley,G,0.64
2014_2015,CTA,Virginia,T O 1,9.33
2014_2015,CTA,Virginia,T O 2,7.88
2014_2015,CTA,Virginia,T O 3,6.69
2014_2015,CTA,Virginia,T R 1,7.27
2014_2015,CTA,Virginia,T R 2,4.99
2014_2015,CTA,Virginia,T R 3,2.90
2014_2015,CTA,Virginia,T L 1,6.06
2014_2015,CTA,Virginia,T L 2,4.70
2014_2015,CTA,Virginia,T K,3.58
2014_2015,CTA,Virginia,B O 1,9.81
2014_2015,CTA,Virginia,B O 2,8.49
2014_2015,CTA,Virginia,B O 3,6.83
2014_2015,CTA,Virginia,B R 1,7.64
2014_2015,CTA,Virginia,B R 2,5.61
2014_2015,CTA,Virginia,B R 3,3.75
2014_2015,CTA,Virginia,B L 1,7.46
2014_2015,CTA,Virginia,B L 2,6.03
2014_2015,CTA,Virginia,B K,4.70
2014_2015,CTA,Virginia,C O 1,9.42
2014_2015,CTA,Virginia,C O 2,8.27
2014_2015,CTA,Virginia,C O 3,6.68
2014_2015,CTA,Virginia,C R 1,6.61
2014_2015,CTA,Virginia,C R 2,4.70
2014_2015,CTA,Virginia,C R 3,3.02
2014_2015,CTA,Virginia,C L 1,7.46
2014_2015,CTA,Virginia,C L 2,6.03
2014_2015,CTA,Virginia,C K,3.75
2014_2015,CTA,Virginia,X O 1,8.27
2014_2015,CTA,Virginia,X O 2,6.95
2014_2015,CTA,Virginia,X O 3,5.70
2014_2015,CTA,Virginia,X R 1,6.20
2014_2015,CTA,Virginia,X R 2,3.83
2014_2015,CTA,Virginia,X R 3,2.26
2014_2015,CTA,Virginia,X L 1,6.61
2014_2015,CTA,Virginia,X L 2,5.36
2014_2015,CTA,Virginia,X K,2.75
2014_2015,CTA,Virginia,G 2,3.58
2014_2015,CTA,Virginia,G 3,0.93
2014_2015,CTA,Virginia,N,2.36
2014_2015,CTA,Virginia,S C,0.93
2014_2015,CTA,Virginia,S T,0.57
2014_2015,CTA,Burley,T 1,8.30
2014_2015,CTA,Burley,T 1 L,7.50
2014_2015,CTA,Burley,T 2,7.29
2014_2015,CTA,Burley,T 2 L,5.78
2014_2015,CTA,Burley,T 3,5.18
2014_2015,CTA,Burley,T 3 L,4.55
2014_2015,CTA,Burley,T K,3.34
2014_2015,CTA,Burley,B 1,8.63
2014_2015,CTA,Burley,B 1 L,7.78
2014_2015,CTA,Burley,B 2,7.37
2014_2015,CTA,Burley,B 2 L,6.49
2014_2015,CTA,Burley,B 3,5.85
2014_2015,CTA,Burley,B 3 L,4.86
2014_2015,CTA,Burley,B K,4.19
2014_2015,CTA,Burley,C 1,8.43
2014_2015,CTA,Burley,C 1 L,7.71
2014_2015,CTA,Burley,C 2,7.34
2014_2015,CTA,Burley,C 2 L,6.49
2014_2015,CTA,Burley,C 3,5.70
2014_2015,CTA,Burley,C 3 L,4.69
2014_2015,CTA,Burley,C K,4.19
2014_2015,CTA,Burley,X 1,7.78
2014_2015,CTA,Burley,X 1 L,7.46
2014_2015,CTA,Burley,X 2,6.63
2014_2015,CTA,Burley,X 2 L,6.20
2014_2015,CTA,Burley,X 3,5.18
2014_2015,CTA,Burley,X 3 L,4.69
2014_2015,CTA,Burley,X K,3.75
2014_2015,CTA,Burley,N,1.52
2014_2015,CTA,Burley,G,0.64
2014_2015,Alliance One,Virginia,T O 1,9.33
2014_2015,Alliance One,Virginia,T O 2,7.88
2014_2015,Alliance One,Virginia,T O 3,6.69
2014_2015,Alliance One,Virginia,T R 1,7.27
2014_2015,Alliance One,Virginia,T R 2,4.99
2014_2015,Alliance One,Virginia,T R 3,2.90
2014_2015,Alliance One,Virginia,T L 1,6.06
2014_2015,Alliance One,Virginia,T L 2,4.70
2014_2015,Alliance One,Virginia,T K,3.58
2014_2015,Alliance One,Virginia,B O 1,9.81
2014_2015,Alliance One,Virginia,B O 2,8.49
2014_2015,Alliance One,Virginia,B O 3,6.83
2014_2015,Alliance One,Virginia,B R 1,7.64
2014_2015,Alliance One,Virginia,B R 2,5.61
2014_2015,Alliance One,Virginia,B R 3,3.75
2014_2015,Alliance One,Virginia,B L 1,7.46
2014_2015,Alliance One,Virginia,B L 2,6.03
2014_2015,Alliance One,Virginia,B K,4.70
2014_2015,Alliance One,Virginia,C O 1,8.85
2014_2015,Alliance One,Virginia,C O 2,7.77
2014_2015,Alliance One,Virginia,C O 3,6.28
2014_2015,Alliance One,Virginia,C R 1,6.21
2014_2015,Alliance One,Virginia,C R 2,4.42
2014_2015,Alliance One,Virginia,C R 3,2.84
2014_2015,Alliance One,Virginia,C L 1,7.01
2014_2015,Alliance One,Virginia,C L 2,5.67
2014_2015,Alliance One,Virginia,C K,3.52
2014_2015,Alliance One,Virginia,X O 1,7.77
2014_2015,Alliance One,Virginia,X O 2,6.53
2014_2015,Alliance One,Virginia,X O 3,5.36
2014_2015,Alliance One,Virginia,X R 1,5.83
2014_2015,Alliance One,Virginia,X R 2,3.60
2014_2015,Alliance One,Virginia,X R 3,2.12
2014_2015,Alliance One,Virginia,X L 1,6.21
2014_2015,Alliance One,Virginia,X L 2,5.04
2014_2015,Alliance One,Virginia,X K,2.58
2014_2015,Alliance One,Virginia,G 2,3.36
2014_2015,Alliance One,Virginia,G 3,0.87
2014_2015,Alliance One,Virginia,N,2.22
2014_2015,Alliance One,Virginia,S C,0.87
2014_2015,Alliance One,Virginia,S T,0.54
2014_2015,Alliance One,Burley,T 1,7.80
2014_2015,Alliance One,Burley,T 1 L,7.05
2014_2015,Alliance One,Burley,T 2,6.85
2014_2015,Alliance One,Burley,T 2 L,5.43
2014_2015,Alliance One,Burley,T 3,4.87
2014_2015,Alliance One,Burley,T 3 L,4.28
2014_2015,Alliance One,Burley,T K,3.14
2014_2015,Alliance One,Burley,B 1,8.11
2014_2015,Alliance One,Burley,B 1 L,7.31
2014_2015,Alliance One,Burley,B 2,6.93
2014_2015,Alliance One,Burley,B 2 L,6.10
2014_2015,Alliance One,Burley,B 3,5.50
2014_2015,Alliance One,Burley,B 3 L,4.57
2014_2015,Alliance One,Burley,B K,3.94
2014_2015,Alliance One,Burley,C 1,7.92
2014_2015,Alliance One,Burley,C 1 L,7.25
2014_2015,Alliance One,Burley,C 2,6.90
2014_2015,Alliance One,Burley,C 2 L,6.10
2014_2015,Alliance One,Burley,C 3,5.36
2014_2015,Alliance One,Burley,C 3 L,4.41
2014_2015,Alliance One,Burley,C K,3.94
2014_2015,Alliance One,Burley,X 1,7.31
2014_2015,Alliance One,Burley,X 1 L,7.01
2014_2015,Alliance One,Burley,X 2,6.23
2014_2015,Alliance One,Burley,X 2 L,5.83
2014_2015,Alliance One,Burley,X 3,4.87
2014_2015,Alliance One,Burley,X 3 L,4.41
2014_2015,Alliance One,Burley,X K,3.52
2014_2015,Alliance One,Burley,N,1.43
2014_2015,Alliance One,Burley,G,0.60
2014_2015,China Brasil Tabacos,Virginia,T O 1,9.33
2014_2015,China Brasil Tabacos,Virginia,T O 2,7.88
2014_2015,China Brasil Tabacos,Virginia,T O 3,6.69
2014_2015,China Brasil Tabacos,Virginia,T R 1,7.27
2014_2015,China Brasil Tabacos,Virginia,T R 2,4.99
2014_2015,China Brasil Tabacos,Virginia,T R 3,2.90
2014_2015,China Brasil Tabacos,Virginia,T L 1,6.06
2014_2015,China Brasil Tabacos,Virginia,T L 2,4.70
2014_2015,China Brasil Tabacos,Virginia,T K,3.58
2014_2015,China Brasil Tabacos,Virginia,B O 1,9.81
2014_2015,China Brasil Tabacos,Virginia,B O 2,8.49
2014_2015,China Brasil Tabacos,Virginia,B O 3,6.83
2014_2015,China Brasil Tabacos,Virginia,B R 1,7.64
2014_2015,China Brasil Tabacos,Virginia,B R 2,5.61
2014_2015,China Brasil Tabacos,Virginia,B R 3,3.75
2014_2015,China Brasil Tabacos,Virginia,B L 1,7.46
2014_2015,China Brasil Tabacos,Virginia,B L 2,6.03
2014_2015,China Brasil Tabacos,Virginia,B K,4.70
2014_2015,China Brasil Tabacos,Virginia,C O 1,8.85
2014_2015,China Brasil Tabacos,Virginia,C O 2,7.77
2014_2015,China Brasil Tabacos,Virginia,C O 3,6.28
2014_2015,China Brasil Tabacos,Virginia,C R 1,6.21
2014_2015,China Brasil Tabacos,Virginia,C R 2,4.42
2014_2015,China Brasil Tabacos,Virginia,C R 3,2.84
2014_2015,China Brasil Tabacos,Virginia,C L 1,7.01
2014_2015,China Brasil Tabacos,Virginia,C L 2,5.67
2014_2015,China Brasil Tabacos,Virginia,C K,3.52
2014_2015,China Brasil Tabacos,Virginia,X O 1,7.77
2014_2015,China Brasil Tabacos,Virginia,X O 2,6.53
2014_2015,China Brasil Tabacos,Virginia,X O 3,5.36
2014_2015,China Brasil Tabacos,Virginia,X R 1,5.83
2014_2015,China Brasil Tabacos,Virginia,X R 2,3.60
2014_2015,China Brasil Tabacos,Virginia,X R 3,2.12
2014_2015,China Brasil Tabacos,Virginia,X L 1,6.21
2014_2015,China Brasil Tabacos,Virginia,X L 2,5.04
2014_2015,China Brasil Tabacos,Virginia,X K,2.58
2014_2015,China Brasil Tabacos,Virginia,G 2,3.36
2014_2015,China Brasil Tabacos,Virginia,G 3,0.87
2014_2015,China Brasil Tabacos,Virginia,N,2.22
2014_2015,China Brasil Tabacos,Virginia,S C,0.87
2014_2015,China Brasil Tabacos,Virginia,S T,0.54
2014_2015,China Brasil Tabacos,Burley,T 1,7.80
2014_2015,China Brasil Tabacos,Burley,T 1 L,7.05
2014_2015,China Brasil Tabacos,Burley,T 2,6.85
2014_2015,China Brasil Tabacos,Burley,T 2 L,5.43
2014_2015,China Brasil Tabacos,Burley,T 3,4.87
2014_2015,China Brasil Tabacos,Burley,T 3 L,4.28
2014_2015,China Brasil Tabacos,Burley,T K,3.14
2014_2015,China Brasil Tabacos,Burley,B 1,8.11
2014_2015,China Brasil Tabacos,Burley,B 1 L,7.31
2014_2015,China Brasil Tabacos,Burley,B 2,6.93
2014_2015,China Brasil Tabacos,Burley,B 2 L,6.10
2014_2015,China Brasil Tabacos,Burley,B 3,5.50
2014_2015,China Brasil Tabacos,Burley,B 3 L,4.57
2014_2015,China Brasil Tabacos,Burley,B K,3.94
2014_2015,China Brasil Tabacos,Burley,C 1,7.92
2014_2015,China Brasil Tabacos,Burley,C 1 L,7.25
2014_2015,China Brasil Tabacos,Burley,C 2,6.90
2014_2015,China Brasil Tabacos,Burley,C 2 L,6.10
2014_2015,China Brasil Tabacos,Burley,C 3,5.36
2014_2015,China Brasil Tabacos,Burley,C 3 L,4.41
2014_2015,China Brasil Tabacos,Burley,C K,3.94
2014_2015,China Brasil Tabacos,Burley,X 1,7.31
2014_2015,China Brasil Tabacos,Burley,X 1 L,7.01
2014_2015,China Brasil Tabacos,Burley,X 2,6.23
2014_2015,China Brasil Tabacos,Burley,X 2 L,5.83
2014_2015,China Brasil Tabacos,Burley,X 3,4.87
2014_2015,China Brasil Tabacos,Burley,X 3 L,4.41
2014_2015,China Brasil Tabacos,Burley,X K,3.52
2014_2015,China Brasil Tabacos,Burley,N,1.43
2014_2015,China Brasil Tabacos,Burley,G,0.60
2014_2015,Premium,Virginia,T O 1,9.33
2014_2015,Premium,Virginia,T O 2,7.88
2014_2015,Premium,Virginia,T O 3,6.69
